Date,BTC_Price,BTC_Volume,ETH_Price,ETH_Volume,NVDA_Close,NVDA_Volume,AMD_Close,AMD_Volume,INTC_Close,INTC_Volume,GPU_Stock_Index,GPU_Launch_Dates
2019-01-21,3576.032470703125,5004347059,117.15785217285156,2421720343,3.8908252716064453,,20.770000457763672,,42.33395004272461,,111.0987709905072,0
2019-01-22,3604.5771484375,5313623556,118.74755096435547,2552507405,3.688511610031128,661552000.0,19.760000228881836,78513700.0,41.54219436645508,25940700.0,106.16632148204215,0
2019-01-23,3585.123046875,5433755649,117.45260620117188,2556952198,3.7014033794403076,591020000.0,19.799999237060547,77811300.0,41.258182525634766,18960700.0,106.26378470305639,0
2019-01-24,3600.865478515625,5262869046,117.36288452148438,2520843420,3.913386821746826,708972000.0,20.850000381469727,97433400.0,42.82451629638672,50578300.0,111.77806923514632,0
2019-01-25,3599.765869140625,5265847539,116.37834167480469,2606881898,3.9706597328186035,1154572000.0,21.93000030517578,110239500.0,40.48362350463867,86455700.0,113.59511571034378,0
2019-01-26,3602.46044921875,5098183235,116.48873901367188,2412181169,3.9706597328186035,,21.93000030517578,,40.48362350463867,,113.59511571034378,0
2019-01-27,3583.9658203125,5570752966,113.40528869628906,2775888287,3.9706597328186035,,21.93000030517578,,40.48362350463867,,113.59511571034378,0
2019-01-28,3470.450439453125,6908930483,106.58997344970703,3366895505,3.4217348098754883,2511528000.0,20.18000030517578,135164100.0,40.19961929321289,35928700.0,103.23621494964868,0
2019-01-29,3448.116943359375,5897159493,105.59821319580078,2900418606,3.2628090381622314,1153932000.0,19.25,131202500.0,40.053314208984375,20988300.0,99.30617436058058,1
2019-01-30,3486.181640625,5955112627,108.90753936767578,2874370355,3.406362295150757,974228000.0,23.09000015258789,211421200.0,40.9139289855957,26931700.0,109.5883623874265,0
2019-01-31,3457.792724609375,5831198271,107.0610122680664,2828796031,3.5640485286712646,842852000.0,24.40999984741211,182575600.0,40.55247116088867,43051300.0,114.08155086274643,0
2019-02-01,3487.9453125,5422926707,107.60978698730469,2541271519,3.5883452892303467,625048000.0,24.510000228881836,105356200.0,41.93806838989258,37442900.0,115.2656803751212,0
2019-02-02,3521.060791015625,5071623601,110.43025970458984,2385157838,3.5883452892303467,,24.510000228881836,,41.93806838989258,,115.2656803751212,0
2019-02-03,3464.013427734375,5043937584,107.49266815185547,2519334757,3.5883452892303467,,24.510000228881836,,41.93806838989258,,115.2656803751212,0
2019-02-04,3459.154052734375,5332718886,107.82160186767578,2491888675,3.698676586151123,528592000.0,24.1299991607666,70843800.0,42.359779357910156,20905000.0,115.97333389392668,0
2019-02-05,3466.357421875,5227549545,107.44351959228516,2515863999,3.7177674770355225,542424000.0,23.309999465942383,122226000.0,43.03966522216797,31641600.0,114.79313460177536,0
2019-02-06,3413.767822265625,5482196038,104.9192886352539,2593048199,3.7933878898620605,702464000.0,23.260000228881836,78684300.0,43.21721649169922,21647800.0,115.67018054153174,0
